emp_no,first_name,last_name,title,to_date
415469,Arno,Rosis,Technique Leader,1997-07-11
415471,Martina,Sundgren,Staff,1997-01-21
415475,Ymte,Emmart,Senior Staff,1998-01-20
415477,Serap,Cronau,Senior Staff,1988-02-17
415480,Shuky,Duclos,Senior Staff,2000-04-22
415481,Branimir,Ulupinar,Senior Engineer,1998-10-06
415482,Selwyn,Valiente,Engineer,1999-08-12
415483,Marko,Beeson,Senior Staff,1992-12-15
415485,Mihalis,Butner,Engineer,1994-09-06
415486,Shahar,Comyn,Senior Staff,1991-02-10
415488,Odinaldo,McFarlan,Senior Staff,1992-03-22
415490,Huican,Paciorek,Senior Staff,2000-05-27
415495,Kiam,Luef,Engineer,1996-01-01
415496,Gritta,Awdeh,Senior Staff,1997-11-26
415499,Vishv,Suri,Engineer,2000-12-31
415501,Thodoros,Herber,Engineer,2001-06-18
415505,Premal,Hambrick,Senior Engineer,1992-03-06
415512,Marin,Sifakis,Senior Engineer,1990-09-16
415517,Yechezkel,Benveniste,Engineer,1998-09-08
415518,Jinpo,Nicolson,Engineer,1997-08-11
415523,Neelam,Luef,Senior Staff,1996-02-23
415525,Kazuhira,Cannane,Staff,1996-07-02
415526,Sailaja,Blokdijk,Senior Staff,1992-11-01
415527,Leon,Melski,Senior Engineer,1994-02-02
415530,Udi,Bail,Engineer,1998-09-15
415531,Gritta,Rikino,Engineer,1999-04-27
415535,Teruyuki,Randi,Senior Engineer,1994-11-06
415536,Shir,Maraist,Senior Staff,1995-12-07
415539,Luerbio,Collette,Senior Staff,1995-11-24
415543,Chiranjit,Karnin,Senior Staff,1986-05-28
415554,Goh,Panienski,Senior Staff,1991-04-25
415555,Yuchang,Bala,Senior Engineer,1993-10-26
415558,Gurbir,Argence,Senior Engineer,1996-08-07
415559,Ute,Mitsuhashi,Senior Engineer,1997-09-25
415560,Gou,Erde,Senior Staff,1999-07-21
415561,Mabo,Borstler,Engineer,1998-11-03
415565,Insup,Sessa,Senior Staff,1993-06-09
415567,Ipke,Tanemo,Senior Engineer,1998-03-15
415572,Elvia,Lampe,Senior Engineer,1995-09-05
415574,Adas,Gimbel,Senior Engineer,1987-05-08
415575,Shaleah,Massonet,Staff,1992-09-21
415576,Akemi,Passafiume,Senior Engineer,1997-06-16
415577,Magdalena,Kumaresan,Senior Engineer,1995-03-03
415578,Nevin,Setia,Senior Engineer,2001-09-18
415582,Giap,Shackell,Engineer,1998-06-27
415583,Przemyslawa,Ranft,Engineer,1997-12-01
415585,Hyuckchul,Rebaine,Senior Engineer,1989-07-26
415591,Mingsen,Zucker,Engineer,1995-07-21
415592,Erzsebet,Chepyzhov,Engineer,2001-02-07
415593,Wojceich,Sridhar,Senior Staff,1991-07-25
415596,Fen,Silva,Senior Staff,1994-07-16
415598,Stella,Lichtman,Senior Staff,2002-01-06
415599,Kiyokazu,Kamber,Senior Staff,1996-08-17
415601,Youssef,Plesums,Staff,1998-02-21
415603,Irena,Decaestecker,Senior Staff,1999-05-12
415606,Hiroyasu,Khamsi,Senior Staff,1988-08-15
415610,Tommaso,Baezner,Engineer,1999-09-25
415615,Elvia,Bisiani,Engineer,1999-02-10
415616,Lobel,Sury,Senior Staff,2001-12-15
415633,Eirik,Baaleh,Staff,1996-07-27
415637,Hidde,McFarlan,Senior Engineer,1996-06-15
415638,Oldrich,Cheshire,Staff,1997-03-28
415639,Marek,Azevdeo,Senior Staff,1994-03-30
415648,Dinkar,Colorni,Senior Staff,2002-02-23
415650,Jessie,Peternell,Senior Engineer,1998-12-05
415651,Zsolt,Klyachko,Senior Engineer,1994-03-05
415653,Jaideep,Templeman,Engineer,1996-04-18
415659,Jouko,Gelosh,Senior Engineer,1988-09-30
415661,Fen,Schiper,Engineer,1996-08-16
415662,Mats,Peroz,Senior Staff,1998-05-11
415664,Vishu,Keohane,Staff,1998-09-20
415671,Temple,Berstel,Technique Leader,1985-09-12
415672,Chenye,Danlos,Senior Engineer,1987-09-08
415682,Hauke,Collette,Senior Staff,1991-01-29
415689,Christoph,Szemeredi,Staff,1995-04-21
415691,Avishai,Jumpertz,Senior Engineer,1990-11-11
415696,Ute,Hofstetter,Engineer,1998-01-12
415697,Ziyad,Duclos,Engineer,1998-11-06
415703,Martina,Axelband,Senior Engineer,1995-05-02
415704,Wonhee,Furedi,Senior Engineer,1993-01-16
415708,Hiroyasu,Rikino,Senior Staff,2000-09-16
415711,Nagui,Hanabata,Staff,1996-06-16
415716,Yucai,Ciolek,Senior Engineer,1997-02-13
415717,Claudi,Ramras,Senior Engineer,1997-05-20
415720,Danil,Wixon,Senior Staff,1993-02-25
415726,Mingdong,Spelt,Senior Staff,1993-04-19
415728,Urs,Erev,Senior Staff,1993-11-26
415729,Yongdong,Ozeri,Senior Engineer,1989-07-29
415731,Uta,Aloisi,Engineer,2000-06-12
415732,Randy,Simmel,Staff,1995-07-10
415733,Aamod,Herath,Engineer,1994-10-24
415734,Arno,Ramras,Senior Engineer,1998-07-05
415736,Xinyu,Randi,Senior Engineer,1998-03-19
415741,Anneli,Suwa,Senior Engineer,1993-05-11
415744,Valdiodio,Lowrie,Senior Staff,1995-11-25
415745,Gurbir,Terkki,Staff,1998-05-08
415746,Miyeon,Egerstedt,Technique Leader,1986-01-16
415749,Ravishankar,Nittel,Senior Staff,1991-06-13
415762,Susanta,Covnot,Engineer,1985-08-08
415765,Munehiko,Hofman,Senior Engineer,1999-04-04
415769,Nevin,Brandsma,Senior Engineer,1992-04-03
415770,Shigenori,Murrill,Senior Engineer,1995-04-08
415771,Jaques,Zirintsis,Senior Staff,2000-08-18
415773,Martien,Hartvigsen,Senior Staff,1995-10-25
415774,Yannis,Ellozy,Engineer,2000-06-03
415778,Chikara,Narahari,Senior Staff,2001-01-30
415783,Menkae,Puppe,Senior Engineer,1993-10-18
415788,Sverrir,Kabayashi,Senior Engineer,1995-12-22
415790,Lech,Vural,Staff,1995-11-28
415791,Sergi,Polupanov,Senior Engineer,1999-09-07
415793,Unal,Gubsky,Senior Engineer,1999-08-08
415796,Rance,Foote,Senior Engineer,1988-02-16
415797,Bluma,Delgrande,Engineer,1999-08-13
415800,Otilia,Bratsberg,Senior Staff,1986-04-17
415805,Xuedong,Buchter,Senior Engineer,1996-10-01
415807,Adamantios,Encarnacion,Senior Staff,1998-09-22
415817,Wonhee,Hutter,Senior Engineer,2001-11-07
415818,Aron,Rando,Senior Staff,2001-11-04
415821,Pohua,Harnett,Technique Leader,1996-05-03
415823,Josyula,Bale,Assistant Engineer,1997-12-08
415828,Vishv,Feldhoffer,Engineer,1997-06-13
415835,Bingning,Hofting,Technique Leader,1999-02-20
415838,Tianruo,Emiris,Senior Engineer,1994-06-06
415844,Chenye,Schurmann,Senior Engineer,1985-10-30
415845,Berry,Cummings,Senior Engineer,2001-07-13
415847,Shai,Harnett,Assistant Engineer,1997-06-05
415854,Zhanqiu,Ravishankar,Senior Engineer,1997-12-05
415855,Anwar,Glowinski,Senior Staff,1989-12-29
415856,Khun,Pauthner,Senior Staff,1997-12-07
415857,Honglan,Melichar,Senior Engineer,1999-03-18
415859,Leon,Gonthier,Senior Staff,1988-03-02
415861,Marla,Dalton,Senior Engineer,1997-06-26
415864,Tzvetan,Brodie,Senior Engineer,2000-03-23
415865,Beshir,Fujisawa,Technique Leader,1994-07-03
415866,Rosita,Leonhardt,Engineer,1995-11-22
415867,Shuji,Erev,Senior Staff,1995-06-28
415872,Moie,Ernst,Senior Engineer,2001-09-28
415878,Arco,Minakawa,Senior Staff,1997-12-14
415879,Murthy,Rajala,Technique Leader,1991-03-21
415880,Tonia,Peres,Technique Leader,1996-07-15
415884,Larisa,Schahn,Senior Engineer,2002-02-23
415890,Zhonghui,Melski,Senior Engineer,1998-02-16
415892,Arvind,Munch,Staff,1985-04-24
415893,Jinpo,Auyong,Staff,1995-11-17
415896,Babette,Ramsak,Staff,1998-05-08
415898,Hitofumi,Sadowski,Senior Staff,2002-07-16
415899,Valery,Michaeli,Senior Staff,1994-12-22
415902,Barun,Radwan,Staff,1998-02-04
415903,Achilleas,Eiron,Senior Engineer,1996-10-03
415904,Howell,Matzov,Senior Engineer,2000-05-24
415908,Marl,Ponthieu,Senior Engineer,1996-05-19
415910,Ennio,Miake,Senior Engineer,1996-01-27
415912,Gadiel,Begiun,Senior Engineer,1995-09-10
415920,Kensyu,Biros,Senior Engineer,1999-10-02
415921,Fayez,Lambe,Senior Staff,1993-05-09
415922,Jahangir,Berstel,Staff,1997-07-22
415924,Eran,Moehrke,Senior Engineer,1999-09-02
415926,Mary,Ratnaker,Senior Engineer,1999-08-26
415944,Kwangsub,Cairo,Senior Staff,1988-08-21
415945,Brewster,Baalen,Engineer,1994-03-21
415950,Nathan,Bonifati,Senior Staff,1992-07-31
415955,Arvind,Openshaw,Senior Staff,1995-04-12
415962,Anoosh,Kolinko,Staff,1996-06-17
415968,Serif,Griswold,Senior Engineer,1999-07-14
415969,Xiaopeng,Gils,Engineer,1997-08-07
415978,Susanta,Tsukuda,Senior Engineer,1993-06-17
415980,Charmane,Marrakchi,Senior Engineer,1992-01-21
415981,Miomir,Kaltofen,Senior Staff,2000-07-20
415983,Masoud,Schwaller,Senior Staff,1994-09-26
415984,Vishwani,Auria,Staff,1995-09-12
415986,Demin,Claffy,Senior Staff,1994-07-30
415994,Qunsheng,Flanders,Senior Engineer,1998-04-13
415998,Heon,Vrecion,Senior Staff,1998-03-20
416001,Zeljko,Leonhardt,Senior Staff,1986-08-16
416003,Arumugam,Murtafg,Senior Engineer,1987-11-19
416004,Huiqun,Uchoa,Senior Engineer,1991-09-24
416008,Zeljko,Ranze,Senior Staff,1995-04-21
416011,Huican,Escriba,Engineer,1989-01-04
416012,Navid,Rodiger,Staff,1994-08-30
416013,Aloke,Peck,Engineer,1997-01-03
416016,Serif,Gimarc,Engineer,1998-10-24
416018,Fen,Aloia,Senior Staff,1995-08-18
416026,Inderjeet,Molenaar,Senior Staff,1994-08-06
416031,Bezalel,Chinal,Senior Staff,1994-07-08
416032,Patricio,Schicker,Senior Staff,1985-04-24
416034,Zdislav,Gils,Senior Staff,1997-08-22
416035,Shao,Trogemann,Engineer,1995-08-26
416036,Uri,Verspoor,Senior Staff,2000-08-26
416038,Chaoyi,Dayang,Senior Engineer,1997-09-11
416042,Katsuo,Lorcy,Senior Engineer,1999-03-12
416044,Gro,Schaad,Senior Engineer,2000-01-31
416049,Karoline,Nivat,Senior Staff,1991-08-16
416057,Edwin,Gargeya,Engineer,1988-03-22
416067,Moon,Teitelbaum,Senior Engineer,1994-10-14
416070,Sanjeeva,Angelov,Staff,1999-07-15
416072,Sungwon,Bednarek,Staff,1996-12-26
416073,Yongdong,Gyorkos,Engineer,1991-07-24
416076,Kenton,Junet,Staff,1996-08-27
416077,Karsten,Sewelson,Engineer,2000-01-20
416080,Toshiko,Muchinsky,Technique Leader,1989-02-01
416083,Jeane,Sommen,Senior Staff,1996-10-18
416087,Terresa,Zeidenstein,Senior Engineer,1998-10-10
416088,Herbert,Brodie,Senior Engineer,1994-05-24
416091,Narain,Thummel,Senior Engineer,1996-10-22
416094,Basil,Rebaine,Engineer,2000-01-13
416096,Nobuyoshi,Ginneken,Senior Engineer,2002-05-23
416099,Toshimo,Rahier,Senior Engineer,1994-08-15
416103,Itzchak,Molberg,Engineer,1998-03-14
416108,Masaki,Janetzko,Staff,1994-10-03
416109,Teunis,Alencar,Technique Leader,1989-09-03
416110,Weijing,Zongker,Engineer,1997-08-19
416111,Georg,Dulay,Senior Staff,1994-06-01
416114,Adas,Fujisaki,Engineer,1998-06-28
416115,Aleksander,Beidas,Engineer,1998-09-26
416124,Tayeb,Peak,Senior Engineer,1989-10-04
416128,Uli,Wrigley,Senior Engineer,1987-04-01
416132,Paloma,Barreiro,Senior Engineer,1996-10-14
416136,Yonghoan,Reinhard,Senior Staff,1998-05-19
416144,Bezalel,Vesna,Senior Staff,2000-03-26
416146,Fabrizio,Swift,Senior Staff,1997-10-13
416157,Badri,Hofstetter,Engineer,1998-11-17
416164,Ramya,Weiland,Senior Staff,1993-02-18
416166,Yuriy,Rosenbaum,Senior Staff,1991-05-11
416167,Kshitij,Erdmenger,Senior Staff,1996-05-19
416168,Radhakrishnan,Meriste,Engineer,1995-09-14
416174,Shay,Kuhnemann,Engineer,1997-09-02
416176,Fun,Rosch,Technique Leader,1992-07-03
416177,Khun,Turnbull,Senior Engineer,1991-12-27
416178,Otilia,Iacovou,Staff,1992-10-28
416182,Jixiang,Couchot,Senior Staff,1998-09-18
416183,Ramalingam,Luit,Senior Staff,1996-02-16
416185,Mary,Gils,Staff,1999-10-28
416190,Jaideep,Berztiss,Senior Staff,1991-01-20
416191,Xinglin,Sichman,Staff,1996-07-05
416192,Roddy,Zlotek,Senior Engineer,1993-02-10
416195,Tayeb,Swiss,Staff,1994-05-23
416204,Amalendu,Murillo,Senior Engineer,1995-05-21
416211,Subbu,Tsukuda,Staff,1998-10-28
416212,Ramzi,Marletta,Staff,1998-06-16
416217,Holgard,Streng,Senior Engineer,1998-10-11
416222,Lene,Cronau,Engineer,1995-05-30
416225,Zhenhua,Emmerich,Senior Staff,1999-02-12
416226,Piyush,Masaki,Engineer,1991-01-04
416231,Ibibia,Plumb,Senior Engineer,1997-10-04
416232,Shigeaki,Pillow,Staff,1995-04-12
416233,Marl,Swiss,Staff,1992-09-10
416253,Kankanahalli,Joslin,Senior Staff,1997-09-08
416260,Flemming,Baezner,Engineer,1999-04-27
416262,Chirstian,Picaronny,Senior Staff,2000-06-02
416265,Chiranjit,Bodoff,Staff,1996-06-01
416271,Baocai,Olivero,Senior Engineer,1998-03-30
416284,Alain,Ferretti,Senior Engineer,1988-12-18
416287,Tonny,Lipner,Senior Engineer,1994-03-01
416288,Ramalingam,Khalid,Senior Engineer,1992-03-11
416289,Sungwon,Thimonier,Staff,1990-04-23
416294,Tianruo,Conte,Senior Staff,1995-06-09
416307,Elvia,Brookman,Senior Engineer,1993-12-19
416308,Joydip,DuBourdieux,Engineer,1997-01-09
416312,Baruch,Petereit,Staff,1998-06-12
416313,Arvin,Yetto,Senior Staff,1993-05-05
416315,Radoslaw,Picco,Engineer,1994-06-22
416319,Duro,Chimia,Senior Staff,1990-02-03
416326,Arumugam,Zschoche,Senior Staff,1992-04-10
416330,Candida,Pollock,Senior Staff,1990-11-14
416332,Kwee,Vadhan,Technique Leader,1995-12-03
416334,Shushma,Bressoud,Senior Staff,1994-06-29
416337,Taizo,Bouloucos,Senior Staff,1985-11-12
416340,Giap,Monarch,Senior Engineer,1999-09-30
416343,Arun,Malinowski,Senior Staff,1998-12-01
416349,Keiichiro,Wursthorn,Senior Staff,1998-02-05
416356,Ult,Lamma,Engineer,1995-08-04
416357,Irena,Kranzdorf,Senior Engineer,1988-12-19
416365,Charlene,Muntz,Senior Staff,1987-10-03
416370,Aiman,Suomi,Engineer,1997-05-27
416374,Vasilii,Kropf,Senior Staff,2001-05-01
416377,Emran,Terekhov,Engineer,1998-10-30
416379,Heon,Riefers,Engineer,1993-07-15
416386,Berni,Ladret,Senior Engineer,1999-03-04
416387,Izaskun,Waeselynck,Senior Engineer,1988-01-24
416388,Gad,Leslie,Senior Engineer,1997-04-10
416390,Parke,Magalhaes,Senior Engineer,1996-01-27
416392,Paris,Deville,Staff,1996-11-14
416394,Sreenivas,Anguita,Senior Staff,1994-04-07
416396,Oldrich,Flanders,Senior Staff,1991-09-06
416400,Shmuel,Carrera,Engineer,1999-07-12
416404,Yurij,Bennis,Technique Leader,1994-01-13
416407,Mart,Stranks,Technique Leader,1990-07-08
416408,Tomofumi,Quadeer,Senior Staff,1990-12-08
416411,Masato,Cochrane,Staff,1993-10-12
416414,Shaunak,Lung,Senior Staff,1998-12-20
416421,Zijian,Strooper,Senior Staff,1996-03-21
416425,Amabile,Kaminger,Senior Engineer,1997-12-27
416429,Chiradeep,Skafidas,Engineer,1999-01-07
416441,Sigeru,Makinen,Engineer,1994-10-24
416444,Yuichiro,Schmittgen,Senior Engineer,2001-12-12
416446,Berna,Antonakopoulos,Senior Engineer,1998-10-25
416450,Yagil,Busillo,Senior Staff,1997-08-04
416452,Venkatesan,Malabarba,Senior Staff,1992-01-28
416454,Duro,Liedekerke,Senior Staff,1997-04-29
416456,Yinlin,Rossi,Senior Staff,1999-05-19
416459,Ramya,Broder,Technique Leader,1995-02-17
416466,Herbert,Velardi,Staff,1994-12-17
416469,Kristina,Negoita,Staff,1999-03-05
416470,Tzvetan,Katiyar,Senior Staff,1986-12-27
416476,Garnet,Pollock,Senior Staff,1997-03-13
416482,Ishfaq,Boreale,Senior Staff,1999-10-02
416485,Valeri,Iisaku,Senior Staff,1995-12-16
416487,Marsja,Anick,Senior Staff,1990-05-27
416495,Marek,Cooley,Staff,1997-06-23
416499,Jeong,Tyugu,Engineer,1995-07-04
416503,Xiahua,Validov,Senior Engineer,1997-09-20
416512,Sanjoy,Lamparter,Senior Engineer,1991-10-06
416517,Sungwon,Dolinsky,Senior Engineer,1996-09-20
416518,Dzung,Rosenbaum,Senior Engineer,1994-12-20
416522,Hauke,Mikschl,Senior Staff,1988-06-09
416525,Ipke,Fontan,Senior Engineer,1999-06-04
416528,Foong,Ghemri,Senior Engineer,1998-01-01
416529,Alassane,Thiran,Senior Staff,2001-07-29
416531,Ult,Vesel,Senior Staff,1994-05-03
416543,Bernardo,Kornyak,Senior Staff,1993-04-17
416544,Rajmohan,Berendt,Senior Staff,1996-07-05
416548,Kyoichi,Gammage,Senior Staff,1997-03-27
416550,Gaetan,Haldar,Engineer,1998-10-29
416552,Kwok,Nyrup,Senior Staff,1996-11-18
416554,Hatsukazu,Kabayashi,Senior Engineer,1998-12-21
416557,Uli,Erbe,Staff,1995-12-31
416559,Patricia,Zucker,Senior Engineer,1989-02-09
416564,Hirochika,Deverell,Technique Leader,1998-11-02
416565,Aran,Baalen,Staff,1995-05-26
416566,Hugo,Bergere,Senior Engineer,1991-01-06
416568,Dannz,Usery,Senior Engineer,2001-03-04
416571,Ennio,Schiper,Senior Engineer,1989-09-07
416572,Yechezkel,Gargeya,Staff,1997-05-30
416573,Berhard,Leaver,Senior Engineer,1993-01-07
416574,Sanjoy,Bolsens,Technique Leader,1999-06-04
416575,Shai,Olano,Technique Leader,1986-11-15
416579,Theron,Haddadi,Engineer,1997-03-14
416581,Elgin,Harbusch,Senior Engineer,1999-07-17
416583,Shridhar,Kaiserswerth,Engineer,1999-07-11
416584,JoAnna,Kleiser,Staff,1985-10-29
416588,Yannis,Cannata,Senior Engineer,1996-06-16
416589,Jianhua,Bakhtari,Senior Engineer,1996-12-10
416593,JoAnna,Akaboshi,Senior Engineer,1994-07-16
416596,Manohar,Bodoff,Senior Engineer,1999-02-18
416599,Gadiel,Swiss,Staff,1990-02-21
416604,Gonzalo,Kambil,Senior Staff,1998-10-19
416606,Salvador,Sadowsky,Senior Staff,1986-05-08
416610,Almudena,Liedekerke,Senior Staff,1993-03-17
416623,Heeju,Keustermans,Technique Leader,1993-02-01
416624,Mohd,DasSarma,Engineer,1997-03-26
416627,Nikolaus,Hegner,Senior Staff,2000-06-04
416631,Leif,Showalter,Assistant Engineer,1998-07-07
416633,Khun,Coombs,Senior Staff,1996-01-04
416635,Mamdouh,Roison,Staff,1997-06-14
416637,Miquel,Ferriere,Senior Staff,2001-05-02
416639,Shahar,Choobineh,Senior Staff,2001-04-11
416641,Marek,Huhdanpaa,Senior Staff,1996-10-18
416643,Martial,Brandsma,Senior Engineer,1994-10-22
416645,Ziva,Rodite,Engineer,1996-03-18
416647,Yuchang,Birch,Engineer,1993-09-06
416654,Kshitij,Tetzlaff,Assistant Engineer,1999-09-24
416663,Chiranjit,Beeson,Senior Engineer,1998-06-03
416673,Emdad,Lambe,Senior Engineer,1997-05-31
416677,Brewster,Pell,Senior Staff,1992-07-18
416685,Torsten,Apsitis,Senior Staff,1999-01-07
416688,Atilio,Gornas,Senior Staff,1995-10-12
416690,Ulf,Mahmud,Senior Staff,2002-07-05
416693,Tooru,Pashtan,Senior Engineer,1994-03-13
416694,Ebru,Remmele,Technique Leader,1986-08-20
416695,Radhika,Rousseau,Assistant Engineer,1999-04-17
416697,Mandell,Setlzner,Engineer,1999-09-07
416705,Becky,Rikino,Senior Engineer,2000-12-17
416711,Sachin,Yoshizawa,Senior Engineer,1996-05-07
416716,Shigehiro,Crooks,Engineer,1997-02-04
416718,Padma,Genther,Assistant Engineer,1989-08-01
416719,Lijie,Coorg,Senior Engineer,1997-01-14
416724,Juyoung,Borstler,Senior Engineer,1993-07-03
416726,Kousuke,Dichev,Senior Staff,1988-11-18
416728,Yuping,Matzov,Senior Engineer,1996-07-27
416729,Mack,Waterhouse,Engineer,1990-11-16
416737,Douadi,Renear,Senior Engineer,1992-09-02
416740,Shimshon,Salvesen,Senior Engineer,1995-11-02
416746,Christfried,Papadias,Senior Engineer,1987-04-16
416750,Percy,Morris,Staff,1991-09-21
416752,Dannz,Babu,Senior Staff,1997-05-02
416754,Ulf,Collette,Engineer,1996-03-27
416758,Subhankar,Qiwen,Senior Staff,1996-11-09
416759,Uli,Ducloy,Technique Leader,1990-03-03
416765,Berthier,Homond,Staff,1996-08-09
416768,Yuchang,Chelton,Senior Engineer,1993-05-15
416770,Sudhanshu,Talmor,Staff,1993-11-27
416771,Urs,Butterworth,Senior Engineer,1992-09-01
416772,Chuanyi,Borovoy,Senior Engineer,1997-07-24
416773,Geoff,Wuwongse,Senior Engineer,1997-05-01
416775,Hiroyasu,Siegrist,Technique Leader,1987-12-25
416783,Kagan,Makrucki,Senior Staff,1991-04-05
416786,Fusako,Rodham,Staff,1997-12-12
416788,Apostol,Hoogerwoord,Senior Staff,1998-10-23
416789,Leen,Bottner,Senior Engineer,1993-02-18
416790,Mary,Mitchem,Senior Staff,2001-03-01
416795,Aksel,Wossner,Senior Staff,1999-11-30
416805,Sadok,Scharstein,Assistant Engineer,1999-03-13
416811,Bojan,Pramanik,Staff,1988-03-07
416815,Mohd,Knightly,Staff,1999-05-29
416818,Hisao,Ruemmler,Staff,1994-04-15
416819,Ulf,Slutz,Senior Engineer,1992-06-17
416821,Munenori,Pardalos,Senior Engineer,1990-02-24
416823,Indrajit,Guerreiro,Engineer,1995-10-11
416826,Mack,Gniady,Senior Engineer,1999-07-25
416827,Nevio,Binkley,Technique Leader,1996-06-08
416828,Seshu,Karner,Senior Engineer,1999-05-18
416830,Pranas,Junet,Senior Staff,1992-01-17
416833,Hugh,Nollmann,Senior Engineer,1996-01-25
416834,Angel,Riefers,Senior Engineer,1993-12-24
416836,Gino,Erev,Senior Engineer,1991-01-12
416837,Sachio,Borovoy,Staff,1997-03-27
416838,Dinkar,Delgrange,Senior Engineer,2001-07-04
416839,Stella,Serov,Engineer,1996-07-19
416844,Zejun,Munch,Senior Engineer,1999-10-25
416847,Jinpo,Dengi,Assistant Engineer,1996-11-25
416848,Oddvar,Suermann,Senior Engineer,2001-11-27
416850,Maik,Perez,Senior Engineer,1995-02-23
416854,Basim,Lally,Senior Engineer,1998-11-20
416855,Ingmar,Etalle,Senior Engineer,1994-01-17
416857,Tetsurou,Sethi,Staff,1997-10-09
416860,Selwyn,Poulakidas,Engineer,1997-04-08
416862,Roselyn,Peek,Technique Leader,1998-07-09
416863,Ibibia,Eiron,Engineer,1996-09-22
416864,Chiradeep,Shiratori,Senior Staff,1993-09-18
416872,Noritoshi,Furudate,Staff,1991-07-10
416873,Serif,Gyorkos,Senior Staff,2001-05-28
416878,Leen,Keustermans,Senior Engineer,1994-01-18
416879,Bluma,Schrooten,Senior Staff,1999-05-17
416880,Shuichi,Felder,Senior Staff,1988-06-01
416883,Hyuncheol,Dalphin,Engineer,1997-08-21
416885,Aamer,Zaccaria,Senior Engineer,1996-05-05
416889,Shay,Menyhert,Senior Staff,1994-03-28
416891,Kien,Conia,Staff,1996-08-30
416893,Malu,Landherr,Engineer,1986-06-16
416895,Hitofumi,Fandrianto,Senior Staff,1995-03-31
416899,Abdelghani,Heijenga,Engineer,1997-05-26
416909,Premsyl,Grospietsch,Engineer,1992-10-10
416911,True,Gecseg,Engineer,1996-09-22
416913,Sungwon,Huhdanpaa,Staff,1997-05-12
416916,Freyja,Swift,Staff,1997-01-14
416918,Seshu,Bach,Engineer,1996-04-23
416920,Ekawit,Kossowski,Senior Staff,1993-03-03
416921,Chuanyi,Gubsky,Senior Engineer,2001-08-18
416924,Vishwani,Ambroszkiewicz,Senior Staff,1995-03-31
416933,Toshiko,Olano,Senior Engineer,1998-12-30
416936,Lenore,Perly,Senior Engineer,1998-06-20
416940,Weiyi,Hoppenstand,Senior Staff,1995-08-06
416941,Kellie,Luan,Engineer,1994-06-19
416943,Marsja,Bresenham,Staff,1997-06-19
416944,Shih,Hoogerwoord,Senior Engineer,1996-08-15
416945,Rayond,Pashtan,Senior Staff,1995-10-16
416948,Reinhard,Peac,Senior Staff,2001-12-30
416950,Suvo,Krohn,Senior Staff,1992-11-06
416958,Arfst,Benner,Engineer,1997-04-18
416959,Ymte,Speer,Senior Staff,1992-11-20
416963,Shietung,Ramsey,Senior Engineer,1994-02-15
416969,Kish,Chaudhuri,Senior Staff,1999-07-04
416979,Baruch,Maliniak,Senior Engineer,2001-02-15
416980,Qunsheng,Meszaros,Senior Staff,1995-06-17
416991,Weiwu,Lund,Senior Engineer,1995-08-23
416994,Xiadong,Rubsam,Engineer,1995-01-28
416998,Danco,Cannata,Senior Engineer,1998-10-15
417000,Baruch,Shokrollahi,Senior Engineer,1998-10-12
417002,Parviz,Perko,Senior Engineer,1997-04-03
417007,Mong,Swan,Senior Engineer,2002-06-27
417009,Pintsang,Peng,Senior Staff,2002-04-03
417020,Reinhard,Herber,Staff,1995-04-02
417026,Harngdar,Wrigley,Senior Staff,1999-04-17
417028,Rimon,Hardjono,Senior Engineer,2001-07-28
417037,Kristian,Ranta,Senior Engineer,2001-08-05
417039,Chrisa,Feldmann,Senior Staff,2001-05-28
417041,Shen,Zallocco,Senior Staff,1998-09-25
417042,Basem,Eickenmeyer,Senior Staff,1994-04-10
417048,Subhada,Bernardeschi,Senior Engineer,1992-12-31
417063,Menkae,Perna,Staff,1999-06-05
417064,Gill,Narlikar,Senior Staff,1993-12-13
417069,Sajjad,Janocha,Senior Staff,1998-09-25
417072,Almudena,Simmen,Staff,1987-07-10
417073,Foong,Ecklund,Senior Engineer,1985-04-19
417078,Shigenori,Sethi,Senior Engineer,1986-01-02
417080,Fumiko,Engberts,Senior Engineer,1997-10-01
417090,Takahira,Schaaf,Senior Staff,1995-09-27
417092,Xiaoqiang,Varker,Senior Engineer,1989-07-05
417096,Baziley,Mahnke,Engineer,1999-10-04
417110,Perry,Curless,Senior Engineer,1996-05-28
417111,Tristan,Emden,Senior Engineer,1995-09-23
417117,Sven,Riefers,Technique Leader,1991-11-02
417118,Dmitri,Erbe,Senior Staff,1998-04-09
417120,Candido,Ghelli,Technique Leader,1987-05-07
417123,Shao,Ramsak,Senior Staff,1995-04-07
417129,Kousuke,Edelhoff,Senior Staff,1996-08-11
417130,Turgut,Kushner,Senior Staff,1988-09-10
417132,Marl,Kenevan,Senior Staff,1994-03-14
417133,Troy,Benantar,Senior Staff,2000-11-24
417137,Arch,Miake,Engineer,1994-11-28
417143,Sumant,Kamber,Technique Leader,1998-07-09
417144,Zeydy,Thorelli,Engineer,1995-05-16
417146,Anneke,Caine,Senior Engineer,1995-01-24
417149,Maya,Falster,Engineer,1994-03-14
417150,Xiaoshan,Akiyama,Technique Leader,1995-10-01
417153,Prodip,Nitta,Senior Engineer,1993-07-17
417155,Tooru,Juneja,Senior Staff,1999-03-25
417158,Bodh,Gimbel,Technique Leader,1991-08-20
417160,Chandrasekaran,Benaini,Staff,1997-02-15
417163,Kauko,Xiaoshan,Staff,1999-08-19
